"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","migratory","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","repro_mode","spawning","repro_guild1","repro_guild2","spawning_ground","lmax_cm","wmax_kg","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_median","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","sst_c_avg2","sst_c_trend2","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi","rho","rho_se","rho_lo","rho_hi"
"DFO-COD3Ps-1980-2014-WATSON","COD3Ps","Canada","Canada East Coast","St. Pierre Bank","Survey index","SURBA","Survey based stock assessment method","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Labrador - Newfoundland",21,-55.98650669,46.01572251,46.01572251,95525.89351,29,1983,2013,7.47653615046908,7.52225002894799,0.0476736138675192,148000,66648.6206896552,-1582.53442076643,-0.0106928001403137,23071.1034482759,0,NA,0,NA,7.19547341404607,0.00365148843246437,0.906402753232925,0.545996996833706,0.278334336980193,2.95172331226489,0.387196470459765,0.207484962893881,0.135454692692557,1.10679891376504,0.358104667172101,0.191130680771529,-0.0165114671400959,0.732720801484298,"none",0.303055969063799,0.0399137603213744,0.234106740427208,0.392312157341557,0.706286671582541,0.226369676907436,0.262602104843967,1.14997123832112
"WGBFAS-CODBA2532-1966-2012-CHING","CODBA2532","multinational","Europe (EU)","Eastern Baltic","VPA","XSA","Extended Survivor Analysis","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Baltic Sea",27,20.46692135,59.35000075,59.35000075,348731.7381,45,1966,2010,7.47509528088503,7.48977672555023,0.0204133008324295,1060000,411977.777777778,-11136.231884058,-0.0105058791359038,150453.333333333,0,NA,45,2.9486,7.3463295834712,0.00853976815229395,0.331021490416303,0.0680500860028669,0.221241367774507,0.495274587296494,2.77599632434236,1.28954649694477,1.11686068881335,6.8998360045692,0.00856095583447155,0.128039824790943,-0.242397100755777,0.25951901242472,"none",0.0539355876400397,0.00588524061829948,0.043550577770841,0.0667969924390793,0.359548225886543,0.16778253213237,0.0306944629070966,0.688401988865989
"NWWG-CODFAPL-1959-2012-CHING","CODFAPL","multinational","Europe (non-EU)","Faroe Plateau","Unknown","unknown","Unknown","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Faroe Plateau",27,-9.663799238,61.60734771,61.60734771,169727.8469,51,1961,2011,9.24428289730787,9.18218153289386,0.013154539206089,161000,83921.568627451,-1094.88687782804,-0.00680053961383877,22529.6078431373,0,NA,51,1.57450980392157,9.27031314679625,0.00152807646222429,0.522494322130811,0.113982437887464,0.340712490742357,0.801263012295535,1.09589057055163,0.14315783294292,0.848342860922988,1.41567307034013,-0.17980905068493,0.180952248148094,-0.534475457055194,0.174857355685333,"none",0.0874754672938474,0.00881381043164238,0.0717992232003378,0.10657437556011,0.523197826605174,0.135026522234365,0.258545843025818,0.78784981018453
"NWWG-CODICE-1952-2012-CHING","CODICE","multinational","Europe (non-EU)","Iceland Grounds","Statistical catch at age model","SCA","Statistical catch-at-age model","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Iceland Shelf and Sea",27,-19.26086956,65.1086957,65.1086957,375145.124,57,1955,2011,5.88827027317272,5.84259999174447,0.00991099376141535,2360000,1051561.40350877,-19732.1752657506,-0.00836109121430108,326894.736842105,0,NA,0,NA,5.88240072941033,0.00267738292649572,0.371570014954261,0.0412002290693615,0.298989851950392,0.46176910390931,1.35966022282759,0.171250114224426,1.0622311152519,1.74037071122811,-0.164180048829472,0.110793002411901,-0.381334333556798,0.0529742358978544,"none",0.043064119773843,0.00407672576419812,0.0357712319065632,0.0518438508559063,0.220313857667168,0.135394487291789,-0.0450593374247397,0.485687052759075
"WGBFAS-CODIS-1968-2010-NEUBAUER","CODIS","multinational","Europe (EU)","Irish Sea","VPA","B-ADAPT","The ADAPT approach with year effects in a catch multiplier","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Celtic-Biscay Shelf",27,-4.893519046,53.47407625,53.47407625,50130.89378,42,1968,2009,11.038435504077,10.9684791862965,0.025653620457928,30000,16165,-543.869216433034,-0.0181289738811011,7068.33333333333,0,NA,42,2.73761904761905,10.9272991156382,0.00808304622141179,0.494089195943868,0.105373063739936,0.32528839935391,0.750485212609301,1.91649192636138,0.491374984697221,1.15947375865668,3.16776578718236,-0.540100639525284,0.147820239975275,-0.829828309876823,-0.250372969173744,"negative",0.0713796163983283,0.00860309543457629,0.0563612293704575,0.090399902452148,0.457654757055725,0.173442937148501,0.117706600244664,0.797602913866786
"AFWG-CODNEAR-1946-2011-CHING","CODNEAR","multinational","Europe (non-EU)","North-East Arctic","Unknown","unknown","Unknown","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Barents Sea",27,24.8371196,78.52684116,78.52684116,NA,65,1946,2010,0.998171089644137,0.959279862239607,0.0062448898863756,4170000,2053569.23076923,-25606.25,-0.00614058752997603,650507.692307692,0,NA,0,NA,0.983950628502312,0.00406730989491907,0.477945023137691,0.0582421561219913,0.376399482088649,0.606885652112263,1.28598593245582,0.139447242559683,1.03976114348049,1.59051896567175,0.144877871543721,0.178895575722389,-0.205757456872161,0.495513199959603,"none",0.0609358384135302,0.00542978288594866,0.0511709826117981,0.0725641020288664,0.214424692020181,0.14234133910049,-0.0645643326167784,0.493413716657141
"WGNSSK-CODNS-1962-2011-NEUBAUER","CODNS","multinational","Europe (EU)","North Sea","Statistical catch at age model","SAM","SAM","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"North Sea",27,3.322576902,55.04896343,55.04896343,606643.3057,47,1963,2009,9.93526179630815,9.90344222160903,0.0266899412632682,1110000,518617.021276596,-17283.8806660503,-0.0155710636631084,193934.042553191,0,NA,47,4.25957446808511,9.86940091991417,0.00819103674372415,0.396182899277804,0.0695280793394916,0.280873941607337,0.558830373447741,1.82817954454415,0.443326276917158,1.1365853649477,2.94059782059877,-0.436651476854834,0.11221620947581,-0.656595247427422,-0.216707706282246,"negative",0.0766263169104482,0.00798225166094118,0.0624749154748484,0.0939831994750639,-0.103915925537892,0.161323495396442,-0.420109976514918,0.212278125439135
"WGCSE-CODVIa-1981-2012-CHING","CODVIa","multinational","Europe (EU)","West of Scotland","Statistical catch at age model","TSA","State-space catch at age time series analysis","Gadus morhua","Atlantic cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Celtic-Biscay Shelf",27,-8.513949663,57.52241915,57.52241915,235806.5339,31,1981,2011,10.7730481362961,10.7840955619719,0.0369088279534585,58600,24541.935483871,-1784.9435483871,-0.0304597875151382,9837.61290322581,31,0.692783870967742,31,4.75709677419355,10.6512560366545,0.00411771088719801,0.251453807319364,0.0242469505862565,0.208150686645143,0.303765595177676,5.02333216147838,0.518199721890369,4.10375623551087,6.14896805667644,-0.445877409563032,0.184380204249924,-0.807262609892882,-0.0844922092331821,"negative",0.0758867667516157,0.0105523431814108,0.0577831304768637,0.0996623291346242,-0.00207281640014116,0.184922659447621,-0.364521228917479,0.360375596117197
"WGBFAS-CODVIIek-1971-2012-CHING","CODVIIek","multinational","Europe (EU)","Celtic Sea","VPA","XSA","Extended Survivor Analysis","Gadus morhua","Atlantic cod",NA,10300,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",105.850737330993,0.168489075342018,12.3100175287823,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264,"benthopelagic",300,"oceanodromous",0,600,150,200,4.29,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Celtic-Biscay Shelf",27,-10.80214018,50.09150863,50.09150863,492270.9715,40,1971,2010,13.0102766176676,12.947673706825,0.0261373322144347,41500,18309.75,-48.0028142589127,-0.00115669431949187,7800.5,0,NA,40,1.779275,12.9485257677882,0.00509106600441654,0.392661284758725,0.0951101189636524,0.244251309947457,0.631246909511112,2.68211438880977,1.62709001449701,0.81675358577364,8.80772085970874,-0.289890098735283,0.128586286392036,-0.541919220063673,-0.0378609774068934,"negative",0.0926576595521677,0.010399191007826,0.0743613358885623,0.115455724014312,0.0261742962710375,0.195880197458657,-0.35775089074793,0.410099483290005
"NWFSC-CROCKPCOAST-1916-2011-STACHURA","CROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes pinniger","Canary rockfish",27846,803,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",47.8755205211319,0.0992996899047823,1.69562244476804,76.7036281907657,13.0124560344673,0.052148581049345,35.8953317794482,6.33073883454502,"demersal",419,NA,0,838,90,270,3.8,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,50,1961,2010,14.1971579243645,14.2474940258359,-0.00353857422772756,53600,29415.2,-1087.85594237696,-0.0202958198204656,1806.958,50,1.0234,50,2.400406,14.1883869682273,-9.83157451695712e-05,0.0215771484226548,0.0220159758395021,0.00292055338868465,0.159412711254342,2.45839464232078,2.88943797795828,0.24557604738907,24.6103163628837,0.00503152149238653,0.0394594701979503,-0.0723090400955961,0.0823720830803692,"none",0.00172069849854621,0.000173870919579585,0.00141153640989212,0.00209757488517456,0.986771811874636,0.0257097410924274,0.936380719333479,1.03716290441579
"DFO-CROCKWCVANISOGQCI-1945-2009-STANTON","CROCKWCVANISOGQCI","Canada","Canada West Coast","West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands","Statistical catch at age model","SCA","Statistical catch-at-age model","Sebastes pinniger","Canary rockfish",NA,713.7922747,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",47.8755205211319,0.0992996899047823,1.69562244476804,76.7036281907657,13.0124560344673,0.052148581049345,35.8953317794482,6.33073883454502,"demersal",419,NA,0,838,90,270,3.8,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"Gulf of Alaska",67,-128.4652717,51.38512955,51.38512955,135836.4559,64,1945,2008,9.91505981209102,9.87671065330506,0.00924463935359139,28300,16819.84375,-408.829441391941,-0.0144462700138495,909.546875,64,2.73546875,64,0.6216859375,9.93503010937979,0.00376993485138843,0.0417777991358906,0.0475181840722574,0.00449540456114941,0.388259716538739,1.1333434027876,0.193400442386343,0.811156719723058,1.58350074333442,-0.0304495107757331,0.0912473737933957,-0.209294363410789,0.148395341859322,"none",0.0041722096340924,0.000371416528077589,0.00350420461042289,0.00496755616924798,1.03407314352183,0.0322881239995865,0.970788420482645,1.09735786656102
"MARAM-CTRACSA-1949-2013-Furman","CTRACSA","South Africa","South Africa","South Africa South coast","Biomass dynamics model","ASPM","Age-structured surplus production model","Trachurus capensis","Cape horse mackerel",960562,72924.09,"finfish","Actinopterygii","Perciformes","Carangidae","Trachurus","species",51.2974995659432,0.205693634462263,1.08967692699253,15.7338457506621,4.18814074666128,0.424383550047151,28.0450648404239,15.4205146246611,"pelagic-neritic",250,NA,0,500,100,300,3.47,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Agulhas Current",47,23.31153152,-35.99770782,35.99770782,233924.8468,29,1984,2012,19.4842267644816,19.505446656545,0.0112776916281549,721000,559724.137931034,2685.22167487684,0.0037243019069027,38906.8965517241,29,1.88931034482759,29,0.292310344827586,19.289894960741,0.00542411398693767,0.133150422326502,0.061266406479659,0.0540346829372442,0.328104728333768,1.71507135594768,0.675236689833147,0.79277781404978,3.71033308937618,-0.0501029855952634,0.116493958452435,-0.278431144162036,0.178225172971509,"none",0.0110334404115124,0.00145786420423757,0.00851605415005563,0.0142949780695792,0.862557461527878,0.101587607246451,0.663445751324834,1.06166917173092
"MARAM-DEEPCHAKESA-1917-2015-Rademeyer","DEEPCHAKESA","South Africa","South Africa","South Africa","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Merluccius paradoxus","Deep-water cape hake",1023000,118900,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","species",95.8697844829847,0.142764203254431,9.23330151461928,17.6695947403707,5.27175922650543,0.28714911869673,49.9428201327328,15.5148547549207,"bathydemersal",600,"non-migratory",200,1000,400,NA,3.91,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,"Benguela Current",47,19.26856335,-34.65545832,34.65545832,609628.8208,32,1983,2014,18.5764584525178,18.6234624948766,0.0134351943922705,633000,540406.25,-1868.21847507313,-0.00295137199853575,109396.875,32,0.9075,32,0.8640625,18.3558824135443,0.00594625449113,0.49419051655346,0.0626390016022955,0.385480150481406,0.633558605667182,1.38441200087954,0.103997255769746,1.19487309256781,1.60401686179113,-0.122493759806593,0.0635691384933287,-0.247089271253518,0.00210175164033091,"none",0.0126523241842716,0.00160386927238122,0.00986883617892832,0.0162208901193137,0.845123386860041,0.100421029621352,0.64829816880219,1.04194860491789
"CSIRO-DEEPFLATHEADSE-1978-2007-FULTON","DEEPFLATHEADSE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Platycephalus conatus","Deepwater flathead",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","species",48.2618377263797,0.26611480486902,0.831751775581466,10.5021077434305,3.10027636283591,0.449163102598181,25.5903474301896,17.0262153187718,"demersal",280,NA,70,490,NA,NA,4,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"South West Australian Shelf",57,133.2361001,-35.01854884,35.01854884,205937.0325,29,1978,2006,17.3115973065266,17.312950759223,0.00742705586170446,16500,13197.9310344828,-263.719211822658,-0.0159829825347065,698.793103448276,29,2.03137931034483,0,NA,17.1812821192729,0.00686374881228657,0.146040778008292,0.149106041699468,0.0197419785387288,1.08033289568354,1.00773846104769,0.0856808631846735,0.853050744416068,1.19047643123497,0.0236418206172596,0.185595264772036,-0.34012489833593,0.38740853957045,"none",0.0126083719590864,0.00166813644403125,0.0097283610901762,0.0163409891949023,0.925983296122524,0.102548729357448,0.724987786581926,1.12697880566312
"NWFSC-DKROCKPCOAST-1928-2011-STACHURA","DKROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes crameri","Darkblotched rockfish",2.92e+12,774,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.6597484824392,0.100697373152791,1.36577163942991,59.7838277620284,11.8145499315856,0.0764015510414607,30.8220572870649,7.51687363862548,"bathydemersal",312.5,NA,25,600,76,NA,NA,NA,"dioecism","one clear seasonal peak per year","bearers","internal live bearers","coastal",NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,36,1975,2010,14.220729922176,14.2777321452186,-0.0113437794228525,19900,12742.7777777778,-371.938223938224,-0.018690363011971,749.25,36,1.05897222222222,36,0.994305555555556,14.1883869682273,-9.83157451695712e-05,0.0459449400115286,0.0528789968379962,0.0048145305373776,0.438451370548946,2.03709670181058,2.02722614756906,0.289680293145771,14.3253202607032,-0.0318963093595001,0.0644997415954184,-0.15831580288652,0.09452318416752,"none",0.00532399321534919,0.000634994948609636,0.0042141739247763,0.0067260877844734,0.933538434834611,0.093986779420235,0.749324347170951,1.11775252249827
"AFSC-DSOLEGA-1978-2009-STACHURA","DSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Microstomus pacificus","Dover sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,NA,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Gulf of Alaska",67,-150.744994,57.70467056,57.70467056,214506.2577,25,1984,2008,7.74082070006265,7.61091665727924,0.0115833196263955,157000,115000,-3626.92307692308,-0.0231014208721215,1929.12,25,3.6964,25,0.1426076,7.6262367125877,0.00141739574058784,0.00576511739840651,0.0232808306594821,2.10573248843382e-06,15.783856116562,0.546039892367704,1.02883998895873,0.0135948371912643,21.9318230782876,-0.00640384849434833,0.156889486607449,-0.313907242244948,0.301099545256251,"none",0.00658180448210069,0.000930884125531736,0.00498832575275899,0.00868430659658518,0.745562976516634,0.189755391884088,0.373642408423822,1.11748354460945
"SWFSC-DSOLEPCOAST-1910-2011-STACHURA","DSOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Microstomus pacificus","Dover sole",469866,34757,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,NA,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,51,1960,2010,14.1999052164527,14.2563134715671,-0.003651420955539,840000,710352.941176471,-2890.13574660633,-0.00344063779357896,14200.5882352941,51,3.31313725490196,51,0.157435294117647,14.1883869682273,-9.83157451695712e-05,0.0504916169146813,0.0264901383756922,0.0180564780930967,0.141190511544641,1.1351443925382,0.181268677942956,0.830084172687769,1.55231581845326,0.0274463131876607,0.0511686219346658,-0.0728441858042842,0.127736812179606,"none",0.00271241552204456,0.00027085648841715,0.00223025922417415,0.00329880844544094,0.981361096934091,0.0336374794420914,0.915431637227591,1.04729055664059
"AFSC-DUSROCKGA-1973-2010-STACHURA","DUSROCKGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes variabilis","Dusky rockfish",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",30.445375532191,0.184761945239512,0.474933756792507,38.0808829950896,7.88847270872995,0.13367267227604,23.0291507666555,11.6462412518778,"demersal",340.5,NA,6,675,100,300,NA,NA,"dioecism",NA,NA,NA,"coastal",NA,NA,"Gulf of Alaska",67,-154.5662283,56.54129814,56.54129814,164872.2105,32,1977,2008,7.31244601583052,7.20879923845782,0.00418873683414579,80300,54437.5,2034.53079178881,0.0253366225627498,1986.5,32,0.9613125,32,0.618703125,7.15065370732553,0.00229303174098967,0.0153846057106219,0.0336590410693436,0.00021123222709125,1.12050181040345,1.43298083357809,4.00100407558345,0.00601962970701518,341.122987516844,0.00529309771346986,0.168693848205486,-0.325346844769282,0.335933040196222,"none",0.00921873046661021,0.00115321782717862,0.00721419762997511,0.0117802416533328,0.978549160363984,0.0385730442046512,0.902945993722868,1.0541523270051
"DFO-PAC-ESOLEHS-1944-2001-COLLIE","ESOLEHS","Canada","Canada West Coast","Hecate Strait","Statistical catch at age model","TSA","State-space catch at age time series analysis","Parophrys vetulus","English sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,"oceanodromous",0,550,NA,NA,3.39,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1944,2000,9.39098510344189,9.37783333207622,0.00756675391089087,5510,3145.78947368421,23.8844957220638,0.00433475421453063,753.315789473684,0,NA,0,NA,9.4395488557457,0.00351891181064879,0.987682258139422,0.17437081875153,0.69877719488267,1.39603331389082,0.807105421120655,0.0559374542676318,0.704588562356989,0.924538369773166,0.0158529377020302,0.116849767092397,-0.213172605799068,0.244878481203128,"none",0.0938131018142829,0.00881173329434096,0.0780386696733681,0.112776116108248,0.630246332172924,0.169595036228632,0.297840061164805,0.962652603181042
"NWFSC-ESOLEPCOAST-1876-2007-BRANCH","ESOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Parophrys vetulus","English sole",36012,4252,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,"oceanodromous",0,550,NA,NA,3.39,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,69,1938,2006,14.2309929727822,14.2328372872065,0.000305517686276733,72800,37849.2753623188,114.899525027403,0.00157829017894784,3353.33333333333,69,2.25782608695652,69,0.451426086956522,14.1883869682273,-9.83157451695712e-05,0.199218053835132,0.0473441936983331,0.125036506223283,0.317409964278634,0.848765560877156,0.124145118713208,0.637212142306246,1.1305543782072,0.067094968771762,0.0672118884107,-0.0646403325132099,0.198830270056734,"none",0.0150035829264692,0.00128430017920736,0.0126861885506759,0.0177442972514739,0.908696634595891,0.0689046962051864,0.773643430033726,1.04374983915806
"AFSC-FLSOLEBSAI-1974-2010-STACHURA","FLSOLEBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",336027,83321,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,"oceanodromous",0,1050,NA,NA,3.46,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,"shelf",NA,NA,"East Bering Sea",67,-169.6963965,58.22043663,58.22043663,522367.8292,33,1977,2009,4.43059196093213,4.37743986762258,0.00237375086944829,987000,711969.696969697,20041.7780748664,0.0203057528620733,12916.0606060606,33,1.65684848484848,33,0.189160606060606,4.24598335378249,0.00322501646265945,0.213822010355973,0.05249202015488,0.132155030353883,0.345956200004208,0.990099644647776,0.0977890739251243,0.815843430842054,1.2015752891702,0.0643397829166879,0.102645138018976,-0.136844687600505,0.265524253433881,"none",0.0119143570904872,0.00148397886247271,0.00933357986508077,0.0152087309404958,0.87780813271109,0.0911369449124137,0.699179720682759,1.05643654473942
"AFSC-FLSOLEGA-1978-2010-STACHURA","FLSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,"oceanodromous",0,1050,NA,NA,3.46,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,"shelf",NA,NA,"Gulf of Alaska",67,-153.6521244,57.16405451,57.16405451,255749.8769,26,1984,2009,7.27789920129073,7.14631029074653,0.00432668235021734,371000,301038.461538462,3546.32478632481,0.00955882691731755,1895.92307692308,26,2.27461538461538,26,0.0276634615384615,7.14542077585025,0.00237953039806756,0.150114217217536,0.0901693730227624,0.0462508469948656,0.487218714358575,0.918578336737291,0.0786972904586797,0.77658667654721,1.08653185305034,-0.0199695289400155,0.164260158507551,-0.341919439614815,0.301980381734784,"none",0.0278398078067862,0.00386130265681629,0.0212131330138346,0.0365365596026444,0.134922027249501,0.236189472808054,-0.328009339454285,0.597853393953286
